User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3
1000877,P00258742,M,26-35,0,B,1,1,5,,
1000881,P00150242,M,18-25,14,A,1,0,1,16,
1000883,P00148642,F,36-45,14,C,0,0,6,10,13
1000889,P00319042,M,46-50,20,A,1,0,5,,
1000889,P00086142,M,46-50,20,A,1,0,5,,
1000889,P00107442,M,46-50,20,A,1,0,5,,
1000889,P00086742,M,46-50,20,A,1,0,5,,
1000889,P00136942,M,46-50,20,A,1,0,5,8,
1000889,P00023442,M,46-50,20,A,1,0,16,,
1000889,P00271342,M,46-50,20,A,1,0,8,14,
1000889,P00150142,M,46-50,20,A,1,0,8,,
1000890,P00010242,M,18-25,4,C,4+,0,5,,
1000891,P00109542,M,26-35,1,C,4+,0,8,14,17
1000897,P00024742,M,26-35,6,B,4+,0,8,11,
1000897,P00223242,M,26-35,6,B,4+,0,5,14,
1000897,P00349942,M,26-35,6,B,4+,0,1,5,
1000897,P00113242,M,26-35,6,B,4+,0,1,6,8
1000904,P00241242,M,36-45,20,B,4+,0,1,11,15
1000904,P00222742,M,36-45,20,B,4+,0,8,16,
1000911,P00115142,M,51-55,0,B,3,1,1,8,17
1000911,P00116242,M,51-55,0,B,3,1,8,15,
1000911,P00052642,M,51-55,0,B,3,1,5,14,
1000914,P00193242,F,36-45,9,C,2,0,6,8,
1000918,P00135242,F,46-50,1,C,1,0,4,5,13
1000919,P00226342,F,36-45,1,C,1,0,11,15,
1000919,P00070442,F,36-45,1,C,1,0,1,15,
1000922,P00101142,M,55+,16,B,2,1,8,,
1000924,P00166742,M,51-55,17,C,1,1,5,16,
1000926,P00053842,M,0-17,10,C,1,0,4,5,12
1000927,P00289342,F,26-35,20,C,1,1,5,8,14
1000928,P00090342,F,55+,16,C,4+,1,12,,
1000929,P00127642,M,26-35,15,A,1,0,1,2,15
1000929,P00181842,M,26-35,15,A,1,0,11,,
1000931,P00368342,F,55+,1,C,0,0,5,,
1000931,P00052842,F,55+,1,C,0,0,10,15,
1000933,P00118642,M,46-50,1,C,3,1,1,8,14
1000934,P00230342,F,36-45,7,A,0,0,5,14,
1000934,P0095742,F,36-45,7,A,0,0,4,5,
1000934,P00304842,F,36-45,7,A,0,0,8,,
1000934,P00128742,F,36-45,7,A,0,0,1,,
1000934,P00104842,F,36-45,7,A,0,0,8,,
1000934,P00222342,F,36-45,7,A,0,0,8,14,
1000940,P00250242,M,0-17,10,C,4+,0,5,,
1000949,P00073842,M,51-55,17,B,4+,1,1,15,17
1000949,P00334242,M,51-55,17,B,4+,1,1,8,
1000949,P00277642,M,51-55,17,B,4+,1,2,3,10
1000954,P00120542,F,26-35,0,B,1,1,8,14,
1000955,P00159542,F,51-55,7,B,1,1,10,15,16
1000955,P00019342,F,51-55,7,B,1,1,1,6,15
1000955,P00271142,F,51-55,7,B,1,1,5,,
1000959,P00171542,M,51-55,11,C,1,0,2,5,14
1000959,P00057542,M,51-55,11,C,1,0,3,4,5
1000961,P00260842,M,18-25,10,A,2,0,1,16,
1000964,P00216742,M,26-35,7,B,1,1,5,,
1000966,P00184042,M,55+,2,C,4+,0,1,8,
1000970,P00115142,M,26-35,0,B,4+,1,1,8,17
1000970,P00054242,M,26-35,0,B,4+,1,1,6,14
1000971,P00221342,M,26-35,12,B,2,1,1,2,5
1000977,P00259342,M,26-35,2,C,0,0,5,9,
1000977,P00028842,M,26-35,2,C,0,0,6,8,
1000984,P00014642,M,51-55,16,A,2,1,8,14,17
1000984,P00182742,M,51-55,16,A,2,1,1,2,14
1000984,P00044142,M,51-55,16,A,2,1,8,16,
1000984,P00165642,M,51-55,16,A,2,1,1,8,16
1000984,P00295242,M,51-55,16,A,2,1,8,,
1000984,P00338942,M,51-55,16,A,2,1,1,8,17
1000990,P00241642,M,18-25,6,C,2,0,1,2,11
1000993,P00366342,M,26-35,0,C,1,0,5,14,
1000995,P00102342,F,18-25,4,C,3,0,8,14,17
1000996,P00057542,M,26-35,17,A,4+,1,3,4,5
1000998,P00286842,M,46-50,20,A,0,1,5,8,
1000999,P00070042,M,26-35,15,B,2,0,1,2,16
1000999,P00127242,M,26-35,15,B,2,0,1,16,
1000999,P00104842,M,26-35,15,B,2,0,8,,
1000999,P00020242,M,26-35,15,B,2,0,8,14,
1001004,P00129342,M,26-35,3,B,2,0,1,5,15
1001004,P00250242,M,26-35,3,B,2,0,5,,
1001010,P00054042,M,26-35,0,A,1,0,18,,
1001010,P00040042,M,26-35,0,A,1,0,5,,
1001010,P00156542,M,26-35,0,A,1,0,4,5,
1001010,P00166942,M,26-35,0,A,1,0,2,4,5
1001010,P00345742,M,26-35,0,A,1,0,1,2,15
1001010,P00111442,M,26-35,0,A,1,0,8,,
1001013,P00199442,M,55+,13,C,1,0,5,9,
1001015,P00036442,M,36-45,3,A,4+,1,16,,
1001015,P00112642,M,36-45,3,A,4+,1,1,2,5
1001015,P00028442,M,36-45,3,A,4+,1,1,8,16
1001015,P00160642,M,36-45,3,A,4+,1,1,11,15
1001015,P00346842,M,36-45,3,A,4+,1,11,,
1001016,P00005742,M,55+,16,C,3,0,8,14,
1001017,P00178942,M,36-45,0,B,2,0,5,8,
1001017,P00244942,M,36-45,0,B,2,0,11,,
1001017,P00116742,M,36-45,0,B,2,0,11,,
1001018,P00178242,M,18-25,4,A,4+,0,8,,
1001019,P00113542,M,36-45,1,A,4+,1,8,17,
1001019,P00297942,M,36-45,1,A,4+,1,8,,
1001019,P00035542,M,36-45,1,A,4+,1,3,4,12
1001019,P00212042,M,36-45,1,A,4+,1,13,15,
1001019,P00024842,M,36-45,1,A,4+,1,8,,
1001019,P00268442,M,36-45,1,A,4+,1,8,17,
1001021,P00177142,M,36-45,0,C,3,0,8,13,
1001027,P00057642,M,18-25,4,B,1,0,1,15,16
1001029,P00031042,M,26-35,0,B,0,0,8,,
1001032,P00277642,M,51-55,16,C,0,1,2,3,10
1001033,P00142142,M,26-35,5,B,1,0,1,2,15
1001041,P00188442,M,46-50,2,B,2,0,5,7,
1001047,P00113342,M,18-25,0,B,4+,0,1,8,17
1001050,P00102642,M,26-35,1,B,1,0,4,8,9
1001051,P00278642,F,26-35,0,A,0,1,5,,
1001051,P00230342,F,26-35,0,A,0,1,5,14,
1001051,P00192542,F,26-35,0,A,0,1,1,2,9
1001051,P00050742,F,26-35,0,A,0,1,5,,
1001051,P00031042,F,26-35,0,A,0,1,8,,
1001051,P00288842,F,26-35,0,A,0,1,8,14,
1001054,P00074442,M,0-17,10,C,1,0,1,16,
1001057,P00184042,M,46-50,17,B,1,1,1,8,
1001058,P00059642,M,26-35,1,B,2,0,1,2,3
1001058,P00144642,M,26-35,1,B,2,0,1,15,16
1001058,P00010842,M,26-35,1,B,2,0,8,16,
1001068,P00088442,F,18-25,4,B,2,0,8,,
1001072,P00111842,F,36-45,7,C,2,0,8,,
1001074,P00115142,M,46-50,17,A,4+,1,1,8,17
1001074,P00085542,M,46-50,17,A,4+,1,5,14,
1001075,P00103342,F,26-35,6,A,1,1,8,,
1001077,P00101842,M,26-35,3,A,1,0,6,16,
1001078,P00196242,F,46-50,9,C,1,1,3,4,5
1001078,P00024142,F,46-50,9,C,1,1,8,9,14
1001078,P00344442,F,46-50,9,C,1,1,5,8,14
1001078,P00227742,F,46-50,9,C,1,1,5,14,
1001079,P00173742,M,26-35,7,A,0,0,1,5,8
1001083,P00321942,M,55+,0,B,1,1,5,,
1001084,P00110542,M,0-17,19,C,0,0,8,,
1001087,P00293042,M,26-35,16,B,1,0,8,,
1001088,P00010842,F,0-17,10,A,3,0,8,16,
1001088,P00251842,F,0-17,10,A,3,0,1,15,16
1001088,P00351142,F,0-17,10,A,3,0,1,8,17
1001088,P00075442,F,0-17,10,A,3,0,5,11,
1001088,P00289942,F,0-17,10,A,3,0,3,4,5
1001088,P00109242,F,0-17,10,A,3,0,6,8,10
1001088,P00348042,F,0-17,10,A,3,0,5,,
1001094,P00240142,F,18-25,0,C,1,0,5,,
1001094,P00151742,F,18-25,0,C,1,0,8,15,16
1001096,P00146942,M,0-17,10,C,1,0,1,,
1001097,P00161942,M,18-25,17,A,4+,0,5,8,
1001100,P0095942,M,26-35,0,B,0,1,3,4,
1001100,P00207042,M,26-35,0,B,0,1,5,14,
1001100,P00227942,M,26-35,0,B,0,1,2,5,
1001101,P00058742,M,36-45,1,A,1,0,16,,
1001102,P00250842,M,18-25,1,A,2,0,8,,
1001106,P00225842,M,18-25,4,C,2,0,2,4,15
1001106,P00198042,M,18-25,4,C,2,0,11,16,
1001107,P00033342,F,51-55,1,C,1,1,5,14,
1001109,P00274942,M,18-25,10,C,1,0,8,,
1001112,P00123742,M,18-25,6,A,4+,0,11,,
1001112,P00074242,M,18-25,6,A,4+,0,5,,
1001112,P00073842,M,18-25,6,A,4+,0,1,15,17
1001112,P00047242,M,18-25,6,A,4+,0,1,5,
1001112,P00028442,M,18-25,6,A,4+,0,1,8,16
1001112,P00157342,M,18-25,6,A,4+,0,8,,
1001113,P00151742,M,18-25,4,B,3,0,8,15,16
1001114,P00188542,F,18-25,9,A,2,0,5,8,14
1001115,P00180442,F,26-35,1,C,0,0,11,,
1001115,P00325742,F,26-35,1,C,0,0,2,9,
1001117,P00328142,M,18-25,14,B,3,0,8,16,
1001117,P00116142,M,18-25,14,B,3,0,10,13,16
1001117,P00279542,M,18-25,14,B,3,0,8,,
1001117,P00036842,M,18-25,14,B,3,0,1,14,16
1001119,P00178842,M,36-45,1,B,2,1,2,4,9
1001119,P00204342,M,36-45,1,B,2,1,15,16,
1001119,P00177342,M,36-45,1,B,2,1,8,,
1001120,P00191342,M,18-25,4,A,0,1,2,4,9
1001120,P00220342,M,18-25,4,A,0,1,5,,
1001121,P00049642,M,55+,7,C,4+,1,8,14,
1001124,P00145742,M,26-35,2,B,4+,1,1,2,
1001124,P0096342,M,26-35,2,B,4+,1,8,,
1001125,P00103042,F,18-25,4,B,2,0,1,14,
1001125,P00072442,F,18-25,4,B,2,0,2,,
1001128,P0099242,M,26-35,1,A,2,0,8,14,
1001128,P00189042,M,26-35,1,A,2,0,8,,
1001129,P00117942,M,36-45,17,C,2,0,5,15,
1001133,P00116842,M,18-25,2,C,0,0,2,5,8
1001137,P00086042,M,18-25,4,B,4+,0,8,14,17
1001140,P00177842,F,46-50,2,B,2,1,8,,
1001140,P00191742,F,46-50,2,B,2,1,4,11,
1001142,P00026042,M,18-25,1,B,1,0,8,14,17
1001142,P00145042,M,18-25,1,B,1,0,1,2,5
1001145,P00026042,M,51-55,3,A,2,1,8,14,17
1001147,P00025442,M,26-35,20,B,3,1,1,2,9
1001147,P00064042,M,26-35,20,B,3,1,3,4,12
1001150,P00328142,F,26-35,20,A,1,0,8,16,
1001150,P00214142,F,26-35,20,A,1,0,8,,
1001150,P00022942,F,26-35,20,A,1,0,5,8,
1001150,P00194042,F,26-35,20,A,1,0,8,11,
1001150,P00197042,F,26-35,20,A,1,0,5,,
1001150,P00336942,F,26-35,20,A,1,0,5,,
1001150,P00259242,F,26-35,20,A,1,0,5,,
1001150,P00227942,F,26-35,20,A,1,0,2,5,
1001151,P00019342,M,26-35,15,C,2,1,1,6,15
1001151,P00011942,M,26-35,15,C,2,1,8,13,14
1001155,P00000142,M,26-35,12,C,0,0,3,4,5
1001157,P00130742,M,46-50,7,C,1,0,1,14,17
1001162,P00059442,F,36-45,0,B,4+,0,6,8,16
1001162,P00014542,F,36-45,0,B,4+,0,8,,
1001162,P00319542,F,36-45,0,B,4+,0,8,14,
1001164,P00277642,F,26-35,19,A,1,1,2,3,10
1001165,P00066242,M,26-35,12,B,1,1,1,2,5
1001168,P00170942,F,26-35,0,A,1,1,5,8,14
1001170,P00279942,M,55+,3,A,2,1,8,,
1001172,P00086042,F,26-35,0,A,2,1,8,14,17
1001173,P00237842,F,26-35,7,A,3,0,5,,
1001175,P00329642,F,26-35,2,A,1,0,8,14,
1001177,P00294542,F,26-35,17,C,2,1,8,,
1001181,P00111042,M,36-45,7,A,3,1,15,,
1001181,P00302642,M,36-45,7,A,3,1,16,,
1001182,P00241142,M,0-17,10,B,3,0,8,,
1001184,P00267542,F,26-35,4,C,1,1,1,16,
1001186,P00280942,M,18-25,19,A,1,1,11,,
1001194,P00117742,F,26-35,1,B,1,1,8,,
1001194,P00131542,F,26-35,1,B,1,1,8,12,
1001196,P00014542,F,18-25,14,C,3,0,8,,
1001202,P00049942,M,36-45,12,B,0,0,11,15,
1001202,P00299142,M,36-45,12,B,0,0,5,,
1001202,P00223242,M,36-45,12,B,0,0,5,14,
1001202,P00240042,M,36-45,12,B,0,0,5,,
1001202,P00208742,M,36-45,12,B,0,0,1,6,16
1001203,P00302342,F,26-35,1,A,3,0,8,,
1001203,P00224542,F,26-35,1,A,3,0,8,,
1001203,P00323942,F,26-35,1,A,3,0,8,15,
1001203,P00125642,F,26-35,1,A,3,0,5,14,
1001204,P00228542,M,26-35,7,B,4+,0,2,,
1001205,P0096242,F,55+,0,C,1,1,4,8,
1001209,P00346242,M,36-45,7,C,1,1,1,15,
1001211,P00068442,M,18-25,4,A,1,0,18,,
1001216,P00200642,M,26-35,2,A,1,1,10,16,
1001216,P00114942,M,26-35,2,A,1,1,1,15,16
1001218,P00208242,M,55+,15,B,0,1,8,,
1001220,P00081542,M,0-17,10,A,3,0,5,,
1001221,P00129342,M,18-25,0,B,1,0,1,5,15
1001222,P00247542,M,36-45,0,C,4+,0,8,16,
1001224,P00113542,M,51-55,13,B,4+,0,8,17,
1001224,P00116942,M,51-55,13,B,4+,0,6,10,16
1001224,P00142242,M,51-55,13,B,4+,0,8,,
1001228,P00289942,M,26-35,1,C,4+,1,3,4,5
1001228,P00319842,M,26-35,1,C,4+,1,3,5,
1001230,P00044442,M,26-35,11,B,2,0,1,16,
1001239,P00015642,F,26-35,20,B,1,0,8,16,17
1001239,P00279542,F,26-35,20,B,1,0,8,,
1001240,P00338442,F,18-25,14,B,3,1,1,16,
1001242,P00134142,F,36-45,0,A,0,1,5,,
1001243,P00183442,M,36-45,15,B,4+,1,1,2,
1001243,P00277442,M,36-45,15,B,4+,1,1,6,15
1001243,P00174542,M,36-45,15,B,4+,1,11,15,
1001243,P00365242,M,36-45,15,B,4+,1,5,8,
1001244,P00113642,M,26-35,4,A,4+,1,8,,
1001244,P00289042,M,26-35,4,A,4+,1,8,,
1001244,P00057242,M,26-35,4,A,4+,1,5,,
1001244,P00338442,M,26-35,4,A,4+,1,1,16,
1001244,P00339842,M,26-35,4,A,4+,1,1,14,15
1001246,P00016842,M,18-25,4,A,2,0,1,2,15
1001247,P00307542,M,36-45,0,B,2,0,1,15,
1001251,P00250342,M,26-35,7,C,0,1,16,,
1001252,P00116342,M,55+,13,C,3,0,2,,
1001254,P00283142,F,18-25,1,B,2,0,13,14,16
1001254,P00273642,F,18-25,1,B,2,0,8,14,
1001255,P00365842,M,26-35,17,A,4+,0,8,,
1001259,P00112542,M,36-45,7,C,2,1,1,11,15
1001260,P00270942,M,26-35,17,B,0,0,1,2,15
1001260,P00339542,M,26-35,17,B,0,0,1,,
1001260,P00119442,M,26-35,17,B,0,0,5,,
1001262,P00312742,M,26-35,4,A,0,1,15,,
1001264,P00174142,M,26-35,1,A,3,0,3,4,9
1001264,P00173342,M,26-35,1,A,3,0,1,6,14
1001264,P0097242,M,26-35,1,A,3,0,1,16,
1001264,P00205442,M,26-35,1,A,3,0,5,8,14
1001264,P00331942,M,26-35,1,A,3,0,5,,
1001264,P00237642,M,26-35,1,A,3,0,5,14,
1001266,P00166742,M,26-35,4,B,0,1,5,16,
1001266,P00130942,M,26-35,4,B,0,1,5,8,
1001268,P00115542,M,51-55,2,B,1,1,8,,
1001269,P00251242,F,55+,13,C,2,1,5,11,
1001270,P00285442,M,26-35,6,C,1,0,8,,
1001271,P00100742,F,46-50,6,C,3,1,5,17,
1001272,P00057342,M,18-25,20,B,0,0,4,5,
1001272,P00297042,M,18-25,20,B,0,0,8,,
1001273,P00116942,M,36-45,2,C,3,1,6,10,16
1001273,P00279942,M,36-45,2,C,3,1,8,,
1001273,P00126142,M,36-45,2,C,3,1,8,16,
1001273,P00003442,M,36-45,2,C,3,1,4,5,8
1001274,P00118742,M,46-50,7,B,4+,1,5,11,
1001274,P00290342,M,46-50,7,B,4+,1,8,,
1001279,P00177842,M,36-45,1,A,2,0,8,,
1001281,P00170042,M,26-35,19,C,1,0,8,,
1001283,P00210342,F,18-25,1,C,3,0,3,4,
1001284,P00112442,M,46-50,16,A,1,1,6,8,
1001284,P00126042,M,46-50,16,A,1,1,8,14,
1001284,P00368442,M,46-50,16,A,1,1,11,,
1001285,P00148642,M,36-45,4,A,0,1,6,10,13
1001285,P00144242,M,36-45,4,A,0,1,5,14,
1001285,P00018842,M,36-45,4,A,0,1,8,,
1001285,P00313342,M,36-45,4,A,0,1,5,,
1001285,P00298142,M,36-45,4,A,0,1,5,8,
1001288,P00326642,F,36-45,19,C,1,0,8,,
1001291,P00188842,F,36-45,0,A,3,0,8,,
1001293,P00051442,M,26-35,5,C,1,0,8,17,
1001294,P00209842,F,51-55,20,B,4+,1,5,8,
1001295,P00334242,F,36-45,6,C,1,1,1,8,
1001297,P00134342,M,26-35,7,A,4+,0,5,,
1001297,P00009342,M,26-35,7,A,4+,0,1,16,
1001298,P00014542,M,36-45,6,B,4+,0,8,,
1001299,P00127642,M,26-35,14,B,1,0,1,2,15
1001301,P00246142,F,26-35,2,C,1,1,1,15,17
1001303,P00010742,M,26-35,19,A,4+,0,1,8,17
1001303,P00163442,M,26-35,19,A,4+,0,6,8,13
1001306,P00031842,M,26-35,3,B,3,0,1,5,12
1001306,P00055642,M,26-35,3,B,3,0,4,5,
1001311,P00144642,M,18-25,10,C,1,0,1,15,16
1001311,P0096042,M,18-25,10,C,1,0,3,4,12
1001314,P00187442,F,18-25,4,C,0,0,2,4,5
1001316,P00258842,M,51-55,2,C,2,0,5,,
1001317,P00139942,M,46-50,7,B,3,1,5,,
1001317,P00178642,M,46-50,7,B,3,1,5,15,
1001322,P00188742,M,55+,0,A,0,0,8,14,17
1001323,P00272042,F,36-45,2,C,1,0,8,14,
1001323,P00057642,F,36-45,2,C,1,0,1,15,16
1001325,P00114842,M,26-35,1,B,1,1,5,,
1001328,P00282442,M,36-45,14,A,1,0,5,8,18
1001329,P00052842,M,18-25,14,B,3,0,10,15,
1001329,P00221942,M,18-25,14,B,3,0,1,8,
1001329,P00102142,M,18-25,14,B,3,0,13,16,
1001333,P00159542,M,26-35,17,A,4+,0,10,15,16
1001338,P00031542,M,26-35,0,A,3,1,5,,
1001339,P00059442,M,36-45,18,C,2,0,6,8,16
1001340,P00037042,M,26-35,7,A,2,0,1,15,
1001340,P00200342,M,26-35,7,A,2,0,16,,
1001340,P00188542,M,26-35,7,A,2,0,5,8,14
1001342,P00044442,M,36-45,0,C,4+,0,1,16,
1001343,P00319342,M,36-45,14,B,3,0,5,8,
1001343,P00116742,M,36-45,14,B,3,0,11,,
1001343,P0099342,M,36-45,14,B,3,0,5,8,
1001354,P00134842,F,26-35,2,B,3,0,5,,
1001355,P00344442,F,46-50,20,A,3,0,5,8,14
1001356,P00027342,F,18-25,4,B,2,0,8,,
1001358,P00037142,M,36-45,17,C,1,1,1,2,5
1001360,P00003642,M,26-35,20,C,1,1,8,,
1001362,P00365042,M,36-45,12,B,0,0,6,16,
1001367,P00025942,M,26-35,12,C,1,0,8,14,
1001367,P00237542,M,26-35,12,C,1,0,1,15,16
1001369,P00225642,M,26-35,5,B,1,1,11,15,
1001369,P00217442,M,26-35,5,B,1,1,1,2,11
1001370,P00180442,M,36-45,2,C,2,1,11,,
1001376,P00003242,F,46-50,1,C,1,1,8,15,
1001377,P00228042,M,36-45,16,B,3,1,5,,
1001377,P00214842,M,36-45,16,B,3,1,14,,
1001377,P00142942,M,36-45,16,B,3,1,1,2,16
1001377,P00187842,M,36-45,16,B,3,1,1,16,
1001380,P00230942,M,0-17,10,C,0,0,5,14,
1001380,P00234542,M,0-17,10,C,0,0,5,,
1001381,P00351342,M,18-25,11,C,1,0,1,2,16
1001383,P00190542,F,26-35,7,A,1,0,3,4,
1001383,P00102042,F,26-35,7,A,1,0,5,,
1001383,P00165842,F,26-35,7,A,1,0,14,,
1001383,P00125742,F,26-35,7,A,1,0,8,,
1001383,P00324442,F,26-35,7,A,1,0,11,13,16
1001386,P00111842,F,26-35,0,B,1,0,8,,
1001389,P00184442,M,26-35,17,B,4+,1,1,6,8
1001389,P00315642,M,26-35,17,B,4+,1,8,13,
1001395,P00154642,M,26-35,2,B,1,1,8,,
1001395,P00006942,M,26-35,2,B,1,1,1,5,6
1001396,P00025442,F,26-35,12,A,4+,1,1,2,9
1001397,P00116242,M,36-45,7,C,3,1,8,15,
1001399,P00139942,M,18-25,17,C,1,0,5,,
1001400,P00173342,M,26-35,7,B,4+,0,1,6,14
1001404,P00328442,M,51-55,16,B,1,1,5,14,
1001407,P00157542,F,36-45,15,A,1,1,8,14,
1001407,P00268442,F,36-45,15,A,1,1,8,17,
1001408,P00112542,M,26-35,0,B,1,1,1,11,15
1001410,P00367742,M,51-55,7,B,3,1,11,15,
1001410,P00232742,M,51-55,7,B,3,1,8,,
1001414,P00048142,M,18-25,4,C,4+,0,1,16,
1001418,P00255942,M,18-25,4,A,1,1,1,16,
1001418,P00016342,M,18-25,4,A,1,1,1,2,8
1001420,P00131042,M,18-25,4,C,3,0,8,,
1001421,P00000242,F,0-17,10,A,1,0,2,4,9
1001421,P00111742,F,0-17,10,A,1,0,15,,
1001422,P00355142,M,36-45,17,B,3,0,1,15,
1001422,P00090942,M,36-45,17,B,3,0,1,2,14
1001422,P00230342,M,36-45,17,B,3,0,5,14,
1001425,P00246142,M,0-17,10,B,1,0,1,15,17
1001425,P00132242,M,0-17,10,B,1,0,5,,
1001426,P00133442,M,18-25,14,B,3,0,1,16,
1001437,P00125542,M,51-55,3,C,4+,0,6,16,
1001437,P00339442,M,51-55,3,C,4+,0,16,,
1001440,P00293242,M,36-45,12,C,1,0,8,16,
1001441,P00274142,M,36-45,16,C,3,1,1,,
1001443,P00304242,M,36-45,2,C,0,1,1,6,
1001444,P00338542,F,26-35,4,B,1,0,1,,
1001447,P00150842,M,18-25,4,A,0,0,11,13,16
1001447,P00058242,M,18-25,4,A,0,0,3,4,12
1001447,P00144042,M,18-25,4,A,0,0,2,3,4
1001447,P00157642,M,18-25,4,A,0,0,1,14,16
1001447,P00122542,M,18-25,4,A,0,0,11,,
1001448,P00206342,F,26-35,3,A,1,0,5,8,
1001448,P00338042,F,26-35,3,A,1,0,5,,
1001448,P00232342,F,26-35,3,A,1,0,11,,
1001449,P00034842,M,36-45,20,A,1,1,5,14,
1001449,P00082342,M,36-45,20,A,1,1,15,16,
1001449,P00021142,M,36-45,20,A,1,1,5,,
1001449,P00267342,M,36-45,20,A,1,1,1,2,5
1001449,P00350042,M,36-45,20,A,1,1,6,8,
1001450,P00317942,M,18-25,4,B,2,1,8,16,
1001451,P00120342,M,36-45,20,B,0,0,5,17,
1001451,P00183542,M,36-45,20,B,0,0,4,5,
1001451,P00129142,M,36-45,20,B,0,0,1,11,
1001457,P00148642,M,26-35,1,B,1,1,6,10,13
1001457,P00109542,M,26-35,1,B,1,1,8,14,17
1001457,P00232442,M,26-35,1,B,1,1,5,,
1001463,P00361842,M,51-55,16,C,4+,1,15,16,
1001464,P00295742,M,36-45,12,C,3,1,8,,
1001465,P00021242,M,51-55,16,B,4+,1,8,16,
1001465,P00326542,M,51-55,16,B,4+,1,5,,
1001465,P00233042,M,51-55,16,B,4+,1,1,8,
1001466,P00303842,M,18-25,4,C,3,1,5,8,14
1001470,P00247042,M,18-25,4,A,1,1,5,14,
1001470,P00044642,M,18-25,4,A,1,1,1,,
1001470,P00115242,M,18-25,4,A,1,1,5,8,
1001471,P00350642,M,26-35,17,B,1,0,8,,
1001481,P00085442,M,36-45,17,C,4+,0,12,14,
1001483,P00086442,M,18-25,4,B,1,0,8,13,15
1001489,P00101842,F,36-45,2,A,2,1,6,16,
1001490,P00127942,M,51-55,7,B,4+,1,1,2,5
1001491,P00302042,M,18-25,4,B,1,0,5,,
1001496,P00020342,M,26-35,17,A,2,0,1,2,
1001496,P00001942,M,26-35,17,A,2,0,5,,
1001496,P00071442,M,26-35,17,A,2,0,15,17,
1001496,P00105142,M,26-35,17,A,2,0,1,2,15
1001497,P00006942,M,51-55,5,C,1,1,1,5,6
1001498,P00201442,M,18-25,4,A,2,0,1,6,8
1001505,P00365242,M,51-55,11,C,3,1,5,8,
1001505,P00317842,M,51-55,11,C,3,1,8,,
1001507,P00327842,M,36-45,17,C,0,0,8,16,
1001509,P00283942,M,0-17,0,B,3,0,5,,
1001512,P00117042,M,26-35,20,C,4+,0,1,2,5
1001513,P00046742,F,36-45,16,C,4+,1,1,2,15
1001514,P00295942,M,18-25,4,B,4+,1,2,5,15
1001516,P00001142,F,26-35,12,B,1,0,5,8,14
1001516,P00340642,F,26-35,12,B,1,0,5,,
1001521,P00150942,F,26-35,7,C,2,1,6,11,13
1001530,P00199442,M,26-35,4,A,1,1,5,9,
1001540,P00329542,M,46-50,0,A,4+,1,1,15,16
1001542,P00280842,M,18-25,17,C,4+,0,1,8,
1001543,P00271942,M,26-35,11,C,2,0,5,8,
1001545,P00329542,M,26-35,20,A,1,0,1,15,16
1001545,P00118142,M,26-35,20,A,1,0,8,17,
1001551,P00188442,M,26-35,11,B,1,1,5,7,
1001551,P00129642,M,26-35,11,B,1,1,5,,
1001552,P00109242,M,46-50,20,B,1,1,6,8,10
1001552,P00121142,M,46-50,20,B,1,1,8,,
1001552,P00086142,M,46-50,20,B,1,1,5,,
1001553,P00027142,F,26-35,15,C,0,0,8,,
1001554,P00126142,F,36-45,12,C,3,1,8,16,
1001556,P00223142,M,18-25,4,A,3,1,5,,
1001562,P00155442,M,18-25,20,C,1,1,1,11,15
1001563,P00255842,F,0-17,10,B,0,0,16,,
1001564,P00241542,M,51-55,1,C,1,1,1,6,
1001566,P00332242,M,36-45,16,C,3,0,1,16,
1001571,P00147942,M,26-35,20,B,1,1,1,16,
1001574,P00074142,M,26-35,6,C,1,1,3,4,12
1001579,P00216142,M,26-35,0,A,0,0,1,16,
1001579,P00112942,M,26-35,0,A,0,0,1,16,
1001579,P00228642,M,26-35,0,A,0,0,5,18,
1001584,P00244042,M,26-35,19,B,4+,0,1,2,15
1001585,P00207942,M,55+,20,C,1,1,6,8,
1001587,P00299142,F,26-35,3,B,3,0,5,,
1001587,P00347142,F,26-35,3,B,3,0,5,,
1001587,P00075942,F,26-35,3,B,3,0,5,14,
1001589,P00367142,M,26-35,0,B,1,0,11,,
1001591,P00112442,M,51-55,7,C,1,1,6,8,
1001591,P00221442,M,51-55,7,C,1,1,1,2,5
1001592,P00329442,M,36-45,7,B,4+,1,5,8,
1001593,P00295742,M,26-35,16,C,1,1,8,,
1001593,P00184942,M,26-35,16,C,1,1,1,8,17
1001594,P00119742,F,36-45,20,B,1,0,5,8,12
1001595,P00181542,M,36-45,1,C,3,0,11,16,
1001596,P00249542,F,18-25,5,B,2,0,1,5,15
1001597,P00016042,M,26-35,12,B,1,1,1,16,
1001597,P00183242,M,26-35,12,B,1,1,5,15,
1001599,P00270842,M,26-35,0,A,1,0,5,,
1001601,P00238442,M,26-35,12,C,2,0,6,,
1001602,P00249642,F,26-35,7,C,2,1,3,5,
1001602,P00008542,F,26-35,7,C,2,1,2,8,
1001605,P00189142,F,18-25,0,B,1,0,8,,
1001605,P00226142,F,18-25,0,B,1,0,8,9,
1001605,P00002042,F,18-25,0,B,1,0,1,,
1001605,P00122542,F,18-25,0,B,1,0,11,,
